Judul,Harga,Lokasi,Kamar,Wc,Parkir,Luas_tanah,Luas_bangunan,Deskripsi,Keywords
Dijual Rumah Cantik Siap Huni Dalam Perumahan Jakal Km 10 Daerah Gantan,Rp 580 Juta,"Ngaglik, Sleman",2.0,1.0,1.0,80 m²,70 m²,Dijual Rumah Cantik Siap Huni Dalam Perumahan Jakal Km 10 Daerah Gantan Spesifikasi Luas tanah 88...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"Rumah Mewah 2 Lantai Siap Huni Dekat Bandara Adi Sutjipto, Depok, Sleman","Rp 1,2 Miliar","Depok, Sleman",3.0,2.0,1.0,90 m²,130 m²,"RUMAH MEWAH 2 LANTAI SIAP HUNI DEKAT BANDARA ADI SUTJIPTO, DEPOK, SLEMAN Lokasi : Depok, Sleman,...","Rumah
Siap Huni
Bebas Banjir
Dekat Akses Transportasi"
Dijual Hunian Modern Akses Mudah Diutara Jl Gito Gati,Rp 495 Juta,"Sleman, Yogyakarta",2.0,1.0,1.0,112 m²,36 m²,"Dijual Hunian Modern Akses Mudah diutara Jl Gito Gati Triharjo, Kabupaten Sleman, Daerah Istimewa...","Rumah
Dekat Pusat Perbelanjaan
Dekat Fasilitas Kesehatan"
Dijual Rumah Moderen Minimalis Dekat Ibarbo Park Jl Magelang,Rp 398 Juta,"Tempel, Sleman",2.0,1.0,1.0,80 m²,36 m²,Dijual Rumah Moderen Minimalis dekat Ibarbo Park Jl Magelang Wujutkan hunian baru moderen minimalis...,Rumah
"Dijual Cepat , Rumah Mewah 2 Lantai , Dekat Alun Alun Kidul Yogyakarta","Rp 1,7 Miliar","Mantrijeron, Yogyakarta",3.0,3.0,1.0,232 m²,255 m²,"DIJUAL CEPAT , RUMAH MEWAH 2 LANTAI , DEKAT ALUN ALUN KIDUL YOGYAKARTA Dijual cepat rumah besar dan...","Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Tempat Wisata"
Rumah Jalan Solo Sleman Timur Luas 800 Meter,"Rp 1,75 Miliar","Kalasan, Sleman",4.0,2.0,3.0,783 m²,300 m²,Rumah Super Luas Lega. Belakang halaman Luas Bisa dibikin Kolam Renang Eksotis View Alam dan belakang...,"Rumah
Dekat Akses Transportasi"
Rumah Tinggal 2 Kamar Lokasi Dekat SMA N 1 Jetis Bantul,Rp 330 Juta,"Jetis, Bantul",2.0,1.0,1.0,70 m²,45 m²,"Bagi Anda yang sedang mencari rumah tinggal di daerah Jetis Bantul,kami tawarkan 1 unit rumah tinggal...","Rumah
Dekat Sekolah"
"Rumah Mewah 2 Lantai Jl Gito Gati Dekat Pemda Sleman, Jongke",Rp 950 Juta,"Sleman, Sleman",4.0,2.0,1.0,10600 m²,16000 m²,"Jual Cepat Murah Sekali Rumah 1,5 Lantai Siap Huni Perumahan Taman Shafira Asri Jl. Gito-gati, Tridadi,...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Scandinavia Cocok Buat Investasi di Dekat Stasiun Brambanan,Rp 592 Juta,"Kotagede, Yogyakarta",2.0,1.0,1.0,90 m²,36 m²,Sedang mencari hunian modern yang nyaman sekaligus investasi menjanjikan? Kami menawarkan rumah eksklusif...,"Rumah
Dekat Akses Transportasi
Dekat Tempat Ibadah
Dekat Landmark"
"Perumahan Mewah Bale Hinggil Dekat Jl Kaliurang Km 9, Uny, Ugm",Rp 8 Miliar,"Ngaglik, Sleman",7.0,6.0,3.0,40000 m²,44000 m²,"Rumah Mewah Dalam Perumahan Elit di Jl. Kaliurang Km 9, Sleman, Yogyakarta - Perumahan Tepi Jalan...","Rumah
Dekat Sekolah
Dekat Landmark"
"Perumahan Mewah Furnished Hyarta Jl Palagan Dekat Hyatt, Ugm","Rp 4,65 Miliar","Ngaglik, Sleman",5.0,5.0,3.0,18000 m²,22000 m²,"Rumah Mewah Konsep Villa di Perumahan Elite Hyarta Residence, Jl. Palagan Km 7, Sleman Jogja - Dekat...","Rumah
Full Furnished
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah Umbulharjo Jogja Dekat Timoho, Kusumanegara, Xt Square","Rp 4,4 Miliar","Umbulharjo, Yogyakarta",7.0,5.0,3.0,52500 m²,55000 m²,"Rumah di Pandeyan, Umbulharjo, Yogyakarta - Tepi Jalan Besar - Cocok Rumah Tinggal, Kantor, Usaha...","Rumah
Full Furnished
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah Taman Palagan Asri Dekat Hyatt, Ugm Jogja, Green Hills","Rp 4,3 Miliar","Ngaglik, Sleman",5.0,4.0,3.0,24700 m²,25700 m²,"Rumah Mewah Dalam Perumahan Elit di Jl. Palagan Km 9,5, Sleman, Jogja - Utara Hotel Hyatt - 2 Km...","Rumah
Full Furnished
Dekat Sekolah"
"Rumah Mewah Jl. Solo Dekat Atmajaya, Babarsari, Seturan, Upn","Rp 1,3 Miliar","Depok, Sleman",4.0,3.0,1.0,14400 m²,20000 m²,"Rumah Mewah Perumahan Maguwoharjo, Depok, Sleman, Yogyakarta - Dekat Transmart, Jl Laksda Adisucipto...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah Jl Gito Gati Dekat Jl Magelang, Palagan, Jombor, Ugm, Uty",Rp 850 Juta,"Sleman, Sleman",2.0,1.0,1.0,10500 m²,5000 m²,"Rumah di Perumahan Griya Taman Asri, Jl. Gito-Gati, Pandowoharjo, Sleman, Yogyakarta - Dekat Jl....","Rumah
Dekat Sekolah
Dekat Tempat Ibadah
Dekat Landmark"
"Rumah Jl Kaliurang Km 9,5 Dekat Jl Damai, Sch, Hyatt, Ugm Jogja","Rp 1,2 Miliar","Ngaglik, Sleman",3.0,2.0,1.0,26200 m²,10000 m²,"Rumah di Jalan Kaliurang Km 9,5 Sardonoharjo, Ngaglik, Sleman, Yogyakarta - Dekat Jl Damai, Jl Kapten...","Rumah
Dekat Sekolah
Dekat Landmark"
Rumah Milenial Tahap Finishing 800 Jtan di Jl Raya Godean Km 7,Rp 815 Juta,"Jetis, Yogyakarta",3.0,2.0,1.0,110 m²,75 m²,Anda sedang mencari rumah dengan desain modern dan nyaman? Inilah pilihan yang tepat untuk Anda!...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan
Dekat Landmark"
Rumah Mewahtahap Finishing 900 Jtan di Jl Raya Purwomartani,Rp 950 Juta,"Caturtunggal, Sleman",3.0,2.0,1.0,145 m²,85 m²,"Kesempatan langka! Rumah mewah siap huni di Sambiroto Purwomartani, Sleman, dengan lingkungan yang...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Murah Bisa Dp Fleksibel Unit Joglo Etnik di Dekat Jogja,Rp 275 Juta,"Prambanan, Sleman",2.0,1.0,1.0,70 m²,36 m²,Rumah Murah Bisa DP Fleksibel Unit Joglo Etnik di Dekat Jogja Berlokasi strategis 3 menit dari Jl...,"Rumah
Dekat Akses Transportasi
Dekat Sekolah
Dekat Tempat Ibadah"
Rumah Cantik Di Kalasan Hanya 3 Menit Ke Candi Prambanan,Rp 350 Juta,"Kalasan, Sleman",2.0,1.0,1.0,80 m²,30 m²,"RUMAH CANTIK DI KALASAN HANYA 3 MENIT KE CANDI PRAMBANAN Lokasi : Tamanmartani, Kec. Kalasan, Kabupaten...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Baru Siap Huni Akses Mobil Simpangan Konsep Modern Tropical Area Dekat Kampus Uii Jakal,"Rp 1,09 Miliar","Ngemplak, Sleman",4.0,3.0,2.0,123 m²,130 m²,Rumah Hook Murah Lokasi Dekat Pasar Jangkang Jalan Kaliurang Km 13 Spesifikasi : - Bangunan 2 Lantai...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Landmark"
Rumah Cantik Dekat Dengan Kampus Mercubuana Di Bantul,Rp 275 Juta,"Sedayu, Bantul",2.0,1.0,1.0,70 m²,36 m²,RUMAH CANTIK DEKAT DENGAN KAMPUS MERCUBUANA DI BANTUL Berada di kawasan berkembang karena lokasinya...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Dijual Rumah Baru Dilokasi Nyaman Dan Bersih Sleman,Rp 490 Juta,"Sleman, Sleman",2.0,1.0,1.0,92 m²,36 m²,Dijual Rumah Baru dilokasi Nyaman dan Bersih Sleman Wujutkan hunian baru dilokasi strategis dengan...,"Rumah
Dekat Tempat Ibadah"
Rumah 2 Kamar Siap Huni Utara Kampus Uny Wates,Rp 450 Juta,"Pengasih, Kulon Progo",2.0,1.0,1.0,83 m²,51 m²,"Rumah ini berada di Pengasih, Kulon Progo dekat UNY Kampus Wates dan Bandara YIA ini siap huni cocok...","Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan"
Rumah Terjangkau Suasana Homey Di Tempel Sleman Harga 400JTan,Rp 463 Juta,"Mlati, Sleman",2.0,1.0,1.0,92 m²,36 m²,"RUMAH TERJANGKAU SUASANA HOMEY DI TEMPEL SLEMAN HARGA 400JTan Alamat: Kemloko, Margorejo, Kec. Tempel,...","Rumah
Dekat Sekolah"
"Rumah Siap Bangun Free Desain di Klaten Selatan,klaten",Rp 318 Juta,"Ngaglik, Sleman",2.0,1.0,1.0,80 m²,36 m²,PERUMAHAN PREMIUM KOTA KLATEN [free design] Kavling siap bangun dengan lokasi strategis dan harga...,"Rumah
Dekat Sekolah"
Perumahan Mewah Di Sleman Hanya 200 Jutaan Saja,Rp 299 Juta,"Seyegan, Sleman",2.0,1.0,1.0,60 m²,30 m²,"PERUMAHAN MEWAH DI SLEMAN HANYA 200 JUTAAN SAJA PI TAMAN ASRI Lokasi : Seyegan, Sleman, Yogyakarta...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Murah 2 Lantai Dekat Candi Prambanan,Rp 480 Juta,"Prambanan, Sleman",3.0,1.0,1.0,60 m²,62 m²,RUMAH MURAH 2 LANTAI DEKAT CANDI PRAMBANAN (Adi) Rumah 2 lantai di dalam perumahan dekat Candi Prambanan....,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Tempat Ibadah"
Rumah Cantik Minimalis Murah SHM Siap Huni Jl Wates Yogyakarta,Rp 460 Juta,"Sedayu, Bantul",2.0,1.0,1.0,83 m²,45 m²,"Rumah Cantik Minimalis Murah Jl Wates Argomulyo Yogyakarta Harga promo Ramadhan berlaku , 12 Maret...","Rumah
Siap Huni
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Perumahan Dekat Bandara Yia Sedayu Yogyakarta,"Rp 1,2 Miliar","Sedayu, Bantul",3.0,3.0,2.0,101 m²,1012 m²,"Sebuah perumahan baru yang terletak tepat di tepi jalan wates km 10, sebuah lokasi berkembang Jogja...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Murah 2 Lantai Dekat Candi Prambanan,Rp 480 Juta,"Prambanan, Sleman",3.0,1.0,1.0,60 m²,62 m²,RUMAH MURAH 2 LANTAI DEKAT CANDI PRAMBANAN (Adi) Rumah 2 lantai di dalam perumahan dekat Candi Prambanan....,"Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Tempat Ibadah"
Rumah Baru Di Ngaglik Dekat Kampus 2 Respati Yogyakarta,"Rp 1,64 Miliar","Ngemplak, Sleman",3.0,2.0,2.0,111 m²,90 m²,"RUMAH BARU DI NGAGLIK DEKAT KAMPUS 2 RESPATI YOGYAKARTA Lokasi : Ngemplak, Sleman, Yogyakarta Hubungi...","Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah 3 Kamar Dengan Mezzanine Dekat Uny Kampus Wates,Rp 897 Juta,"Pengasih, Kulon Progo",3.0,2.0,1.0,131 m²,132 m²,"Rumah ini berada di Pengasih, Kulon Progo dekat UNY Kampus Wates dan Bandara YIA ini siap huni cocok...","Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan"
Villa Dengan Privat Pool Area Gamping Dekat Kekota Jogja Bagus Untuk Investasi,"Rp 4,25 Miliar","Gamping, Sleman",4.0,4.0,3.0,319 m²,236 m²,*Dijual Marades Tropical Villa Jogja* Legalitas SHM + IMB 2 Lantai Luas Tanah : 319 m2 Luas bngunan...,"Rumah
Dekat Sekolah"
Rumah Mewah Minimalis Modern Full Furnish Dekat Uii,"Rp 1,4 Miliar","Ngaglik, Sleman",3.0,2.0,2.0,108 m²,130 m²,"RUMAH MEWAH MINIMALIS MODERN FULL FURNISH DEKAT UII Lokasi : Sardonoharjo, Kec. Ngaglik, Kabupaten...","Rumah
Full Furnished
Siap Huni
Dekat Sekolah"
"Dijual Rumah 1 Lantai, Hook, Strategis, Papasan Mobil, Dekat Xt Square di Kodya Yogyakarta","Rp 8,5 Miliar","Umbulharjo, Yogyakarta",5.0,4.0,1.0,655 m²,518 m²,"Dijual Rumah 1 Lantai, Hook, Strategis, Papasan Mobil, Dekat XT Square di Kodya Yogyakarta Lokasi...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Fasilitas Kesehatan"
"Dijual Rumah 2 Lantai, Cluster Elite, Siap Huni, Dekat Bandara Adi Sucipto Yogyakarta","Rp 2,3 Miliar","Maguwoharjo, Yogyakarta",3.0,2.0,1.0,144 m²,73 m²,"Dijual Rumah 2 Lantai, Cluster Elite, Siap Huni, Dekat Bandara Adi Sucipto Yogyakarta Lokasi : Jl...","Rumah
Siap Huni
Dekat Akses Transportasi"
Rumah Kost Jogja Kampus Uii Lt 1927 M Lb 1069 M 37 Kamar Ruko SHM,Rp 9 Miliar,"Ngemplak, Sleman",37.0,35.0,4.0,1927 m²,1069 m²,KOST 37 Kamar + RUKO + Rumah Induk + SISA Lahan luas 640 ㎡ - 100 m UTARA Kampus UII Terpadu - Kost...,"Rumah
Dekat Sekolah"
Rumah Klasik Di Sleman Yogyakarta Termurah Di Kelasnya,"Rp 1,65 Miliar","Depok, Sleman",3.0,3.0,2.0,130 m²,150 m²,Temporer Desain sudah Biasa? Nih kita berikan desain Clasicc untuk sahabat Property. Dengan lokasi...,"Rumah
Dekat Sekolah
Dekat Fasilitas Kesehatan"
Rumah Cantik Harga Murah Dalam Perumahan Di Taraman Ngaglik Sleman Dekat Pasar Gentan,Rp 575 Juta,"Ngaglik, Sleman",2.0,1.0,1.0,73 m²,73 m²,RUMAH CANTIK MURAH DALAM PERUMAHAN DI TARAMAN NGAGLIK SLEMAN DEKAT PASAR GENTAN Harga; 575 Juta [...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah 2 Lantai, Dekat Polda Diy Di Maguwo, Sleman","Rp 1,79 Miliar","Depok, Sleman",4.0,3.0,2.0,119 m²,160 m²,"RUMAH 2 LANTAI, DEKAT POLDA DIY DI MAGUWO, SLEMAN Dijual rumah 2 unit, proses bangun, bangunan 2...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah Mewah 2 Lantai Di Ngaglik, Dekat Kampus Ugm","Rp 1,85 Miliar","Ngaglik, Sleman",4.0,3.0,2.0,150 m²,157 m²,"RUMAH MEWAH 2 LANTAI DI NGAGLIK, DEKAT KAMPUS UGM Lokasi : Ngaglik, Sleman, Yogyakarta Hubungi :...","Rumah
Dekat Sekolah"
Home Stay Di Jakal Konsep Modern Clasic Dekat Kampus Uii,"Rp 2,5 Miliar","Ngaglik, Sleman",4.0,2.0,2.0,250 m²,180 m²,"HOME STAY DI JAKAL KONSEP MODERN CLASIC DEKAT KAMPUS UII Lokasi : Jalan Kaliurang, Sleman, Yogyakarta...","Rumah
Full Furnished
Dekat Sekolah
Dekat Landmark"
Rumah Classic Modern Di Gamping Dekat Ring Road Barat Jogja,"Rp 2,99 Miliar","Gamping, Sleman",4.0,4.0,2.0,134 m²,154 m²,"RUMAH CLASSIC MODERN DI GAMPING DEKAT RING ROAD BARAT JOGJA Lokasi : Gamping, Sleman, Yogyakarta...","Rumah
Dekat Sekolah"
"Rumah Mewah 2 Lt Dijual Murah Di Padma Residence, Bantul","Rp 1,57 Miliar","Kasihan, Bantul",4.0,3.0,2.0,128 m²,250 m²,"RUMAH MEWAH 2 LT DIJUAL MURAH DI PADMA RESIDENCE, BANTUL Lokasi : Bangunjiwo, Kec. Kasihan, Kabupaten...","Rumah
Full Furnished
Dekat Sekolah"
Rumah Mewah 2 Lantai Modern Dengan Kolam Renang Dalam Perumahan 6 Unit Dekat Kuliner Jejamuran Dan Sch Mall,"Rp 3,21 Miliar","Sleman, Sleman",5.0,5.0,2.0,158 m²,180 m²,RUMAH MEWAH 2 LANTAI MODERN DENGAN KOLAM RENANG DALAM PERUMAHAN 6 UNIT DEKAT KULINER JEJAMURAN DAN...,"Rumah
Dekat Tempat Ibadah"
"Dijual Rumah Induk Plus Kost 30 Kamar,hook, 2 Lantai, Dekat Kampus Kampus, di Babarsari, Yogyakarta",Rp 9 Miliar,"Depok, Sleman",36.0,11.0,1.0,416 m²,800 m²,"Dijual Rumah Induk Plus Kost 30 Kamar,Hook, Dekat Kampus Kampus, di Babarsari, Yogyakarta Lokasi...","Rumah
Dekat Sekolah"
Rumah Mewah Dekat Kampus Mercu Buanan Full Furnished Sedayu Bantul,Rp 385 Juta,"Sedayu, Bantul",2.0,1.0,1.0,80 m²,36 m²,RUMAH MEWAH DEKAT KAMPUS MERCU BUANAN FULL FURNISHED SEDAYU BANTUL Rumah paling murah dekat Citra...,"Rumah
Full Furnished
Dekat Sekolah
Dekat Landmark"
Jual Rumah American Classic Timur Candi Prambanan Dan Utara Hotel Galuh,Rp 610 Juta,"Prambanan, Sleman",2.0,1.0,1.0,90 m²,36 m²,Jual Rumah American Classic Timur Candi Prambanan dan Utara Hotel Galuh *Spesifikasi Luas Tanah :...,"Rumah
Dekat Akses Transportasi
Dekat Tempat Wisata
Dekat Tempat Ibadah"
Rumah Cantik Murah Dalam Perumahan,Rp 575 Juta,"Ngaglik, Sleman",2.0,1.0,1.0,73 m²,73 m²,RUMAH CANTIK MURAH DALAM PERUMAHAN DI TARAMAN NGAGLIK SLEMAN DEKAT PASAR GENTAN Spesifikasi:: • Luas...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Dijual Rumah1 Lantai, Hook, Sisa Tanah Luas, Dekat Ugm, Dalam Ringroad Yogyakarta","Rp 7,5 Miliar","Depok, Sleman",6.0,2.0,5.0,450 m²,250 m²,"Dijual Rumah1 Lantai, Hook, Sisa Tanah Luas, Dekat UGM, Dalam Ringroad Yogyakarta Lokasi : Depok,...","Rumah
Dekat Sekolah"
Rumah Dan Kos Siap Huni di Condongcatur Dekat Kampus Uii Ekonomi,Rp 7 Miliar,"Condong Catur, Sleman",4.0,3.0,1.0,550 m²,550 m²,Ingin investasi properti yang menghasilkan profit? Yuk cek ini! Kode : 914 Magnet Kawasan : - 3 menit...,"Rumah
Siap Huni
Dekat Sekolah"
Rumah Cantik Di Cluster Modern Dekat Smp 3 Ngaglik Sleman,Rp 850 Juta,"Ngaglik, Sleman",3.0,2.0,2.0,120 m²,60 m²,RUMAH CANTIK DI CLUSTER MODERN DEKAT SMP 3 NGAGLIK SLEMAN Jarang ada! rumah cantik modern paling...,"Rumah
Dekat Sekolah
Dekat Tempat Wisata"
Rumah Baru Putih Klasik Modern,Rp 700 Juta,"Sleman, Sleman",3.0,2.0,1.0,99 m²,75 m²,RUMAH BARU PUTIH KLASIK MODERN DI JALAN KALIURANG KM 9 DEKAT PASAR GENTAN Spesifikasi: • Type 75...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah
Dekat Landmark"
Rumah Baru SHM di Sidokarto Godean Sleman,Rp 625 Juta,"Godean, Sleman",3.0,1.0,1.0,100 m²,70 m²,"Dijual Rumah baru siap huni di jln godean km 8,5 ke selatan Sidokarto, Godean, Sleman. Luas tanah...","Rumah
Siap Huni"
Rumah Murah 2 Lantai Konsep Modern Siap Huni Strategis,"Rp 1,35 Miliar","Ngaglik, Sleman",3.0,3.0,2.0,100 m²,120 m²,"DIJUAL RUMAH 2 LANTAI DI JL.PALAGAN KM.9 Terletak di kawasan prestisius kota Jogja, Kawasan sejuk...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Cantik 2 Lantai Modern Scandinavian Dalam Perumahan Di Jalan Palagan Km 10 Ngaglik Sleman,"Rp 1,6 Miliar","Ngaglik, Sleman",5.0,4.0,2.0,166 m²,149 m²,RUMAH CANTIK 2 LANTAI MODERN DALAM PERUMAHAN DI JALAN PALAGAN KM 10 NGAGLIK SLEMAN Harga: 1.6 Milyar...,Rumah
Rumah Modern Furnish Dijual di Jl Tajem Maguwo,"Rp 1,7 Miliar","Kalasan, Sleman",3.0,3.0,1.0,113 m²,125 m²,Rumah Modern Furnish Dijual di Jl Tajem Maguwo Dijual Tanah Mangku Aspal Di Utara Stadion Maguwoharjo...,"Rumah
Full Furnished
Siap Huni
Dekat Tempat Wisata"
Rumah Modern Dekat Jl Godean Km 7 800JTan Free Kitchen Set,Rp 815 Juta,"Gondomanan, Yogyakarta",3.0,2.0,1.0,112 m²,75 m²,"RUMAH MODERN DEKAT JL GODEAN KM 7 800JTan FREE KITCHEN SET Alamat : Jl. Kragilan, Gombang, Sidomoyo,...","Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah Siap Huni, Dekat Kampus Ukrim Di Kalasan Sleman",Rp 698 Juta,"Kalasan, Sleman",2.0,1.0,1.0,106 m²,55 m²,"RUMAH SIAP HUNI, DEKAT KAMPUS UKRIM DI KALASAN SLEMAN Hunian dengan desaint modern, bebas bising,...","Rumah
Siap Huni
Bebas Banjir
Dekat Akses Transportasi"
Rumah Modern Berkualitas 400JTan Dekat Rsud Sleman,Rp 495 Juta,"Sleman, Sleman",2.0,1.0,1.0,112 m²,36 m²,"RUMAH MODERN BERKUALITAS 400JTan DEKAT RSUD SLEMAN Alamat: Jl Murangan VII, Triharjo, Kabupaten Sleman,...","Rumah
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah Perum Imogiri Barat Sewon Bantul Jogja.strategis Kpr, Bantul",Rp 800 Juta,"Sewon, Bantul",4.0,2.0,1.0,94 m²,65 m²,171.Rumah Mewah Elite 2lantai Di Perum Imogiri Barat Sewon Bantul Yogyakarta . Rumah Mewah Moderen...,Rumah
Rumah 2 Lantai Siap Huni Semi Furnish Dekat Gembira Loka Zoo,"Rp 1,95 Miliar","Banguntapan, Bantul",4.0,3.0,1.0,199 m²,180 m²,Rumah siap huni 2 lantai semi furnish jati dekat Gembiraloka Zoo. Yuk cek!! Kode : 915 Magnet Kawasan...,"Rumah
Full Furnished
Siap Huni
Dekat Pusat Perbelanjaan"
Rumah Baru Megah Mewah 2 Lantai 10 Menit Dari Kampus Ugm,"Rp 3,1 Miliar","Sleman, Yogyakarta",4.0,3.0,1.0,154 m²,230 m²,"DIJUAL RUMAH SIAP HUNI STRATEGIS DI JL KALIURANG KM 8,5 SLEMAN Kode : CORE 886 Fasilitas : - Kitchen...","Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Dijual Rumah Induk + Kost Dalam Perumahan di Jl. Kaliurang,Rp 980 Juta,"Kaliurang, Sleman",6.0,3.0,1.0,190 m²,300 m²,DiJual Rumah Induk + Kost . Di Jl. Kaliurang. Hanya 1 km / 4 menit berkendara ke kampus UII Jakal....,"Rumah
Dekat Sekolah
Dekat Landmark"
Super Mewah!! Dijual Villa Eksotis Sejuk Dan Asri View Pedesaan,"Rp 2,6 Miliar","Turi, Sleman",3.0,2.0,2.0,944 m²,944 m²,Dijual Villa Eksotis Sejuk dan Asri dengan view pedesaan. Lokasi Di Utara Pasar Turi Sleman Yogyakarta....,Rumah
Rumah Jogja 2 Lantai 5 Kamar Samping Polda SHM Satpam 24 Jam,"Rp 2,17 Miliar","Depok, Sleman",5.0,5.0,1.0,140 m²,170 m²,Listing ini merupakan Verified Listing 99 Group (Rumah123 &amp; 99) Tim 99 Group sudah melakukan...,"Rumah
Dekat Fasilitas Kesehatan"
1 Unit Terakhir Rumah Dekat Spbu Pabrik Sampoerna Berbah,Rp 475 Juta,"Berbah, Sleman",3.0,1.0,1.0,80 m²,55 m²,"1 Unit Terakhir Rumah dekat SPBU & Pabrik Sampoerna berbah lokasi di candirejo, berbah, sleman LT.80...",Rumah
Rumah Murah Baru Shm Di Sleman Jogja Dekat Dengan Sd Model Maguwoharjo,Rp 885 Juta,"Depok, Sleman",3.0,2.0,1.0,102 m²,75 m²,RUMAH CANTIK MODERN ESTETIK KEKINIAN DENGAN TATA RUANG FUNGSIONAL DI DEKAT SD MODEL WEDOMARTANI NGEMPLAK...,"Rumah
Siap Huni
Dekat Sekolah
Dekat Tempat Wisata"
Dijual Rumah Lokasi Strategis Di Jl. Kabupaten 2 Lantai,Rp 985 Juta,"Gamping, Sleman",,,1.0,82 m²,,"AHJ22 Dijual Rumah 2 Lantai Tipe 82, luas tanah 96m2 3KT- 2KM, Carport 2 Mobil Lokasi di dlm Ringroad,...",Rumah
Rumah Siap Huni Semi Furnsihed di Wedomartani Dekat Jogja Bay,Rp 820 Juta,"Ngemplak, Sleman",3.0,2.0,1.0,120 m²,80 m²,Kode : 1203 Fasilitas : - Water Heater - Kompor Gas - Modena - Sketsel rotan - Kolam ikan - Kanopi...,"Rumah
Siap Huni
Dekat Sekolah"
"Rumah 2 Lantai Furnished SHM di Jalan Mpr, Sardonoharjo, Ngaglik Sleman, Sleman","Rp 1,8 Miliar","Ngaglik, Sleman",3.0,3.0,2.0,126 m²,125 m²,"Pilihan Hunian yang memiliki legalitas lengkap, Murah , Progres Pembangunan tepat waktu Mewah nyaman...","Rumah
Full Furnished
Dekat Landmark"
Rumah Cantik Istimewa Estetik - Tata Ruang Lega Di Sambiroto Purwomartani Dekat Kampus Budi Mulia Tajem,Rp 633 Juta,"Kalasan, Sleman",2.0,1.0,1.0,105 m²,59 m²,RUMAH CANTIK ISTIMEWA ESTETIK - TATA RUANG LEGA DI SAMBIROTO PURWOMARTANI DEKAT KAMPUS BUDI MULIA...,"Rumah
Dekat Sekolah"
Rumah Luas Siap Huni 4 Kamar Tidur Dekat Candi Sambisari,"Rp 1,28 Miliar","Kalasan, Sleman",4.0,2.0,1.0,207 m²,160 m²,Kode : 1064 Magnet Kawasan : - 2 Menit dari Candi Sambisari - 3 menit dari Pamela 7 - 7 menit dari...,"Rumah
Siap Huni
Dekat Akses Transportasi
Dekat Pusat Perbelanjaan"
Hunian Ideal Dilokasi Asri Jogja Barat di Seyegan Sleman,Rp 550 Juta,"Mlati, Sleman",3.0,1.0,1.0,124 m²,58 m²,Hunian Ideal dilokasi asri jogja barat utara Pasar Godean Wujutkan hunian nyaman ideal dengan bangunan...,"Rumah
Dekat Pusat Perbelanjaan
Dekat Sekolah"
"Rumah Super Luas Siap Huni di Bangunjiwo, Bantul Dekat Kampus Umy","Rp 1,8 Miliar","Bantul, Yogyakarta",4.0,3.0,1.0,387 m²,200 m²,Cari rumah yang luas dan lega dengan lingkungan aman dan asri? Yuk simak ini! Kode : 920 Magnet Kawasan...,"Rumah
Siap Huni
Dekat Pusat Perbelanjaan
Dekat Sekolah"
Rumah Baru Minimalis di Purwomartani 4 Menit Ke Pamela Swalayan,Rp 700 Juta,"Purwomartani   , Sleman",3.0,2.0,1.0,107 m²,57 m²,"DIJUAL RUMAH BARU SIAP HUNI BONUS 2 UNIT AC DI PURWOMARTANI, SLEMAN Kode CORE 689 Daya Tarik Kawasan...","Rumah
Siap Huni
Dekat Sekolah"
